patrol,station,secteur,date,lat,lon,categorie1,categorie2,age_signe,animaux_rencontres,anomalies,causes,comportement,especes,etat_morts,mesure,meteo,n_bonne_sante,n_malades,n_morts,type_piege,type_signe,village
PNAT_S2_PTR_ZOLA_JUL_000025,Nanoharana,Secteur 2,2025-06-15,-15.82588632,49.36559471,Observation directe,,,,,,Craintif,Varecia variegata ssp. subcincta,,,,2.0,0.0,0.0,,,
PNAT_S2_PTR_ZOLA_JUL_000025,Nanoharana,Secteur 2,2025-06-14,-15.81423026,49.40343343,Observation directe,,,,,,En mouvement,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S2_PTR_ZOLA_JUL_000025,Nanoharana,Secteur 2,2025-06-14,-15.81837666,49.3987943,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S1_PTR_PATRIC_JUL_000022,Marovovonana,Secteur 1,2025-06-15,-15.31554852,49.50653227,Partie d'animal,,,,,,,,,,,,,,,,
PNAT_S1_PTR_PATRIC_MAI_000020,Andranomahitsy,Secteur 1,2025-05-25,-15.19395555,49.71660747,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Constatation,Constatation,,,,Piège lèmuriens,,Ambinanitelo
PNAT_S1_PTR_PATRIC_MAI_000020,Andranomahitsy,Secteur 1,2025-05-16,-15.15954931,49.72099737,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,2.0,0.0,0.0,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-23,-15.72048756,49.42176063,Observation directe,,,,,,En mouvement,Varecia variegata ssp. subcincta,,,,5.0,0.0,0.0,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-22,-15.72601897,49.42095631,Observation directe,,,,,,Craintif,Indri indri (Indri À Queue Courte),,,,1.0,0.0,0.0,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-22,-15.72499755,49.42242475,Observation directe,,,,,,En mouvement,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-20,-15.73099782,49.41696688,Observation directe,,,,,,En mouvement,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-19,-15.7697462,49.38463194,Observation directe,,,,,,En repos,Avahi laniger (Avahi Laineux,,,,,,,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-19,-15.75656458,49.3806584,Observation directe,,,,,,En mouvement,Avahi laniger (Avahi Laineux,,,,,,,,,
PNAT_S2_PTR_ZOLA_AVRIL_000024,Sahafekona - Antsahabe,Secteur 2,2025-04-16,-15.78101876,49.34857479,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,1.0,0.0,0.0,,,
PNAT_S6_PTRL_FEL_JAN25_000029,Nosibe Virembina,Secteur 6,2025-01-25,-14.9719418,49.99740091,Braconnage,Piégeage,,,Aucune anomalie èvidente,Inconnu,,Eulemur albifrons,Peau et os,,,0.0,0.0,0.0,Piège lèmuriens,,
PNAT_S6_PTRL_FEL_JAN25_000029,Nosibe Virembina,Secteur 6,2025-01-23,-14.98941071,49.98896699,Braconnage,Piégeage,,,Mauvaise odeur,Inconnu,,Eulemur albifrons,Peau et os,,,0.0,0.0,0.0,Piège lèmuriens,,
PNAT_S1_ONELAND_JANV_000012,Marovovonana,Secteur 1,2025-01-25,-15.27137269,49.53039035,Observation directe,,,,,,En repos,Varecia variegata ssp. subcincta,,,,2.0,0.0,0.0,,,
PNAT_S1_ONELAND_JANV_000012,Marovovonana,Secteur 1,2025-01-23,-15.28880203,49.54606687,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S1_ONELAND_JANV_000012,Marovovonana,Secteur 1,2025-01-22,-15.26866396,49.55294917,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,4.0,0.0,0.0,,,
PNAT_S1_ONELAND_JANV_000012,Marovovonana,Secteur 1,2025-01-21,-15.29026783,49.5571915,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S1_ZOLA_JANV_000010,Sahasomba1,Secteur 1,2025-01-23,-15.20048034,49.85153061,Observation directe,,,,,,En mouvement,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S1_ZOLA_JANV_000010,Sahasomba1,Secteur 1,2025-01-20,-15.2072415,49.85242829,Braconnage,Piégeage,,,,,,,,,,,,,,,
PNAT_S1_TOKY_JANV_000008,Andaparaty,Secteur 1,2025-01-22,-15.23904836,49.57904407,Observation directe,,,,,,,,,,,,,,,,
PNAT_S1_ALPHONSE_JANV_000028,Andravindalandana,Secteur 1,2025-01-22,-15.18164388,49.73842203,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S1_ALPHONSE_JANV_000028,Andravindalandana,Secteur 1,2025-01-17,-15.1724101,49.72185554,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Rapport,Rapport,2.0,0.0,0.0,,,Andrantambe
PNAT_S1_ALPHONSE_JANV_000028,Andravindalandana,Secteur 1,2025-01-16,-15.18281823,49.69380546,Observation directe,,,,,,En mouvement,Avahi laniger (Avahi Laineux,,,,,,,,,
PNAT_S1_ALPHONSE_JANV_000028,Andravindalandana,Secteur 1,2025-01-14,-15.18105123,49.68371521,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-25,-15.41376078,49.53713863,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,2.0,0.0,0.0,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-20,-15.40806186,49.54342894,Braconnage,Piégeage,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-18,-15.43241586,49.54713716,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,4.0,0.0,0.0,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-16,-15.441011,49.54142149,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-14,-15.43440252,49.5575368,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,4.0,0.0,0.0,,,
PNAT_S1_PATRIC_JANV_000039,Ambalamahogo,Secteur 1,2025-01-12,-15.44209765,49.56565458,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Destruction,Destruction,,,,Piège lèmuriens,,Anantaravato
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-25,-15.67001151,49.45873673,Observation directe,,,,,,En repos,Eulemur rubriventer (Lèmur À Ventre Rouge),,,,2.0,0.0,0.0,,,
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-22,-15.63766223,49.45425965,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Constatation,Constatation,4.0,0.0,0.0,,,Sahamalaza
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-20,-15.5855423,49.45498007,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,3.0,0.0,0.0,,,
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-17,-15.56595315,49.43777593,Observation directe,,,,,,En repos,Varecia variegata ssp. subcincta,,,,3.0,0.0,0.0,,,
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-16,-15.58137074,49.44125533,Observation directe,,,,,,Bein de soleil,Indri indri (Indri À Queue Courte),,,,2.0,0.0,0.0,,,
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-15,-15.5797408,49.4344947,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,4.0,0.0,0.0,,,
PNAT_S2_ARLAND_JANV_000060,Sahamalaza,Secteur 2,2025-01-14,-15.57408021,49.43998593,Observation directe,,,,,,Bein de soleil,Varecia variegata ssp. subcincta,,,,6.0,0.0,0.0,,,
PNAT_S3_PTR_JARIVO_DEC_000022,Bandabe,Secteur 3,,-15.38949325,49.06796598,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Constatation,Constatation,7.0,0.0,0.0,,,Ambohosoa Jabahina
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.07312474,49.8837746,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,3.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.08979345,49.85974834,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,11.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.0916352,49.85490299,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.114995,49.85323216,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.12088242,49.86511233,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.10824463,49.85797353,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,8.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.11193898,49.85371605,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.11222102,49.85689055,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,3.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.12829981,49.86235115,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,3.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.11551715,49.86212602,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,2.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.12794227,49.83475632,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.13105327,49.83694073,Braconnage,Piégeage,,,Mauvaise odeur,,,,,,,,,,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.13110845,49.83699808,Observation directe,,,,Mauvaise odeur,,,,,,,,,,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.17276242,49.8296684,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,17.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.18415299,49.88906614,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.19528712,49.89206843,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.19058655,49.88209135,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,3.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.21604049,49.84969061,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,13.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.19019099,49.87386852,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.18774641,49.86757954,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.18718794,49.86444849,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6-BEFELIEN-DEC25-000034,Amparihimena,Secteur 6,,-15.19683584,49.85775049,Observation directe,,,,,,,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.9950421,49.9702851,Observation directe,,,,,,En repos,Eulemur albifrons,,,,3.0,,,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-15.01865609,49.96126629,Observation directe,,,,,,En repos,Eulemur albifrons,,,,9.0,,,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.99455258,49.97225144,Observation directe,,,,,,En repos,Eulemur albifrons,,,,10.0,,,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.99457432,49.97254668,Braconnage,Piégeage,,,,,,Eulemur albifrons,,,,,,,Piège lèmuriens,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.99673309,49.99735186,Partie d'animal,,,,,,,Espèces non rèpertorièes,,,,,,,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.99504043,49.99938706,Partie d'animal,,,,,,,Espèces non rèpertorièes,,,,,,,,,
PNAT_S6-THEODESE-DEC25-000027,Marofototra,Secteur 6,,-14.99472266,50.00709162,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Destruction,Destruction,,,,Piège lèmuriens,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.07312474,49.8837746,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,3.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.08979345,49.85974834,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,11.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.0916352,49.85490299,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.114995,49.85323216,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.12088242,49.86511233,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.10824463,49.85797353,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,8.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.11193898,49.85371605,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.11222102,49.85689055,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,3.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.12829981,49.86235115,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,3.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.11551715,49.86212602,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,2.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.12794227,49.83475632,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,6.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.13105327,49.83694073,Braconnage,Piégeage,,,Mauvaise odeur,,,,,,,,,,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.13110845,49.83699808,Observation directe,,,,Mauvaise odeur,,,,,,,,,,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.17276242,49.8296684,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,17.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.18415299,49.88906614,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.19528712,49.89206843,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.19058655,49.88209135,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,3.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.21604049,49.84969061,Observation directe,,,,,,En alimentation,Eulemur albifrons,,,,13.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.19019099,49.87386852,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.18774641,49.86757954,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.18718794,49.86444849,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6_FELICIEN_DEC25_000032,Amparihimena,Secteur 6,,-15.19683584,49.85775049,Observation directe,,,,,,,Eulemur albifrons,,,,5.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.24840016,49.91401189,Observation directe,,,,,,En repos,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.25516224,49.92313687,Observation directe,,,,,,En repos,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.21815553,49.89282175,Observation directe,,,,,,En alimentation,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.21570621,49.89620836,Observation directe,,,,,,,Eulemur albifrons,,,,0.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.21634862,49.89734412,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,3.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.22169681,49.89321109,Observation directe,,,,,,En mouvement,Hapalemur occidentalis,,,,4.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.22487745,49.89621962,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,10.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.21997334,49.89928209,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,4.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.2005772,49.91573609,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,8.0,0.0,0.0,,,
PNAT_S6_FRANCLIN_DEC25_000033,,Secteur 6,,-15.20728837,49.89504123,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,2.0,0.0,0.0,,,
PNAT_S6_LUCIEN_DEC25_000021,,Secteur 6,,-15.00081372,49.93354256,Observation directe,,,,,,,Eulemur albifrons,,,,0.0,0.0,0.0,,,
PNAT_S6_LUCIEN_DEC25_000021,,Secteur 6,,-15.00217358,49.93155334,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,0.0,0.0,0.0,,,
PNAT_S6_LUCIEN_DEC25_000021,,Secteur 6,,-14.98057735,49.91033786,Observation directe,,,,,,,Eulemur albifrons,,,,0.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.1984076,49.86278935,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,15.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.20173803,49.86852281,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.1939816,49.86743172,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,11.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.1933532,49.86555845,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,7.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.18909982,49.85714181,Observation directe,,,,,,En repos,Varecia rubra (Vari Roux),,,,6.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.21373185,49.85073447,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.19431913,49.86756697,Observation directe,,,,,,En mouvement,Varecia rubra (Vari Roux),,,,4.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.18941581,49.86898625,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,7.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.18750268,49.85766428,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,15.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.19003772,49.87754246,Observation directe,,,,,,En repos,Varecia rubra (Vari Roux),,,,2.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.19639875,49.90300993,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,9.0,0.0,0.0,,,
PNAT_S6_ERICAH_NOV25_000033,,Secteur 6,,-15.21042383,49.89939202,Observation directe,,,,,,En mouvement,Eulemur albifrons,,,,7.0,0.0,0.0,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-21,-15.51464897,49.40408173,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,1.0,0.0,0.0,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-20,-15.52530354,49.34855523,Observation directe,,,,,,En mouvement,Varecia variegata ssp. subcincta,,,,3.0,0.0,0.0,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-12,-15.42081661,49.40189114,Observation directe,,,,,,En mouvement,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-11,-15.41150858,49.42189227,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Proposition mission conjointe,Proposition mission conjointe,2.0,0.0,0.0,,,Ambinaninankofa
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-11,-15.41813638,49.39013091,Observation directe,,,,,,En mouvement,Indri indri (Indri À Queue Courte),,,,2.0,0.0,0.0,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-10,-15.41743099,49.41841002,Observation directe,,,,,,,,,,,,,,,,
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-10,-15.41743099,49.41841002,Braconnage,Piégeage,,,,,,Accipiter henstii,,Proposition nouvelle patrouille,Proposition nouvelle patrouille,,,,Laly,,Ambinaninankofa
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-09,-15.4135166,49.42260555,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Proposition mission conjointe,Proposition mission conjointe,2.0,0.0,0.0,,,Ambinaninankofa
PNAT_S1_ALPHONSE_NOV24_000028,Vinanibe,Secteur 1,2024-11-09,-15.41605623,49.4229883,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Proposition mission conjointe,Proposition mission conjointe,3.0,0.0,0.0,,,Ambinaninankofa
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-20,-15.1969516666666,49.6337083333333,Observation directe,,,,,,,Potamochoerus larvatus,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-19,-15.1974766666666,49.6393,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-18,-15.20436,49.6298583333333,Observation directe,,,,,,,Lepilemur seali,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-16,-15.1883966666666,49.6304783333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-16,-15.1915716666666,49.62652,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-15,-15.1997733333333,49.6252583333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-15,-15.1981716666666,49.629665,Observation directe,,,,,,,Potamochoerus larvatus,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-13,-15.1865083333333,49.6235499999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-12,-15.1876016666666,49.6194,Observation directe,,,,,,,Potamochoerus larvatus,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-11,-15.1861233333333,49.6125716666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-11,-15.1862333333333,49.6127749999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-11,-15.1883483333333,49.6140166666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-11,-15.1956366666666,49.6203116666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-09,-15.1939033333333,49.6116983333333,Braconnage,Piégeage,,,,,,Potamochoerus larvatus,,Destruction,Destruction,,,,Piège sanglier,,Andaparaty
PNAT_S1_BERNARD_NOV24_000024,Andaparaty,Secteur 1,2024-11-09,-15.1932433333333,49.61296,Observation directe,,,,,,,Potamochoerus larvatus,,,,,,,,,
