patrol,station,secteur,date,lat,lon,categorie1,categorie2,age_signe,animaux_rencontres,anomalies,causes,comportement,especes,etat_morts,mesure,meteo,n_bonne_sante,n_malades,n_morts,type_piege,type_signe,village
PNAT_S5_LAURE_OM297_M2_000072,Befontsy Ambavala,Secteur 5,2023-03-21,-14.8993866666666,49.6797033333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S5_LAURE_OM297_M2_000072,Befontsy Ambavala,Secteur 5,2023-03-20,-14.9189533333333,49.6567966666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_LAURE_OM297_M2_000072,Befontsy Ambavala,Secteur 5,2023-03-20,-14.9124449999999,49.6598316666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-22,-15.041205,49.991985,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-22,-15.041538,49.986381,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-21,-15.030165,50.003898,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Constatation,Constatation,,,,,Coupe de machette,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-20,-15.013536,49.997697,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-20,-15.007699,49.963302,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-19,-14.995024,49.975005,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-19,-14.995024,49.975005,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM 326_000012,Marofototra,Secteur 6,2023-03-18,-15.022298,50.010835,Braconnage,Piégeage,,,,,,Tenrecidae,,Constatation,Constatation,,,,Autre,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-20,-15.1111366666666,49.9388816666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-19,-15.1051016666666,49.941868333333304,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-19,-15.0947383333333,49.9422283333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-18,-15.0931216666666,49.9421949999999,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-18,-15.0922883333333,49.94487,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-18,-15.095965,49.9500416666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-17,-15.0892733333333,49.9563083333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 317_000016,Beravintsara,Secteur 6,2023-03-17,-15.0942249999999,49.952645,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-20,-15.1306466666666,49.8680933333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-19,-15.0727083333333,49.8958783333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-18,-15.078345,49.9152083333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-18,-15.0793166666666,49.9221333333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-17,-15.098175,49.9250366666666,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-16,-15.110035,49.9307216666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-16,-15.1053083333333,49.9417816666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-15,-15.088505,49.9564283333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 318_000017,Ambodivohitra,Secteur 6,2023-03-15,-15.0875466666666,49.9568633333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-19,-14.98498,49.9257116666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-19,-14.98445,49.9245016666666,Partie d'animal,,,,,,,Accipiter madagascariensis,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-18,-14.9865366666666,49.9247916666666,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-17,-14.97643,49.9433266666666,Partie d'animal,,,,,,,Nycteris madagascariensis,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-17,-15.0094033333333,49.9378466666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-16,-14.97527,49.9493516666666,Partie d'animal,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-16,-14.970175,49.9492933333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 316_000028,Antsakondrevo,Secteur 6,2023-03-15,-14.96555,49.9526049999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_LAURE_OM297_M1_000066,Besariaka,Secteur 5,2023-03-15,-14.8334416666666,49.63978,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_LAURE_OM297_M1_000066,Besariaka,Secteur 5,2023-03-14,-14.8321116666666,49.659655,Braconnage,Piégeage,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_LAURE_OM297_M1_000066,Besariaka,Secteur 5,2023-03-13,-14.837335,49.649115,Observation directe,,,,,,,,,,,,,,,,
PNAT_S5_LAURE_OM297_M1_000066,Besariaka,Secteur 5,2023-03-13,-14.83436,49.663025,Observation directe,,,,,,,,,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-19,-14.7264216666666,49.703575,Partie d'animal,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-18,-14.7210983333333,49.693695,Partie d'animal,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-18,-14.7294749999999,49.6927199999999,Partie d'animal,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-18,-14.7294749999999,49.6927199999999,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-17,-14.7193849999999,49.6926266666666,Partie d'animal,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-15,-14.7072983333333,49.709965,Partie d'animal,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MARIUS_M1_000072,Androaka,Secteur 5,2023-03-15,-14.70731,49.70992,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-16,-14.8713316666666,49.4584833333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-16,-14.8670683333333,49.460495,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-15,-14.869095,49.46801,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-15,-14.872285,49.4799966666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-15,-14.8682666666666,49.48209,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-15,-14.8685333333333,49.4744266666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM296_M1_000067,Ambavala,Secteur 4,2023-03-14,-14.85641,49.4702316666666,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Constatation,Constatation,,,,Piège lèmuriens,,Soamiangona
PNAT_S5_MAYLA_OM131_F2_000074,Amponaomby,Secteur 5,,-14.8546883333333,49.5892266666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S5_MAYLA_OM131_F2_000074,Amponaomby,Secteur 5,,-14.8764566666666,49.5685566666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8853683333333,49.4393866666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8817166666666,49.43587,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8828516666666,49.4164033333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8560666666666,49.4482416666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.838325,49.4348566666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8372816666666,49.4319,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_MAYLA_OM131_F1_000071,Ambavala,Secteur 5,,-14.8447466666666,49.4318783333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000018,Ankasikety,Secteur 6,2023-01-29,-15.2114283333333,49.90985,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000018,Ankasikety,Secteur 6,2023-01-28,-15.21464,49.907555,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000018,Ankasikety,Secteur 6,2023-01-28,-15.1995733333333,49.9015783333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-28,-15.0094066666666,50.0131416666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-28,-15.0003783333333,49.9958016666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-28,-14.9956566666666,49.976525,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-28,-14.9956566666666,49.976525,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-27,-14.9964816666666,49.9630083333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-27,-14.9961399999999,49.9619933333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-27,-14.9954983333333,49.9669716666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000018,Marofototra,Secteur 6,2023-01-27,-14.9848499999999,49.9859633333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-28,-15.1222333333333,49.8633483333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-28,-15.1098,49.868205,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-27,-15.0739983333333,49.8932683333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-27,-15.0727533333333,49.8992866666666,Braconnage,Piégeage,,,,,,,,Destruction,Destruction,,,,Autre,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-26,-15.0661183333333,49.9112033333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000017,Ambodivohitra,Secteur 6,2023-01-26,-15.0716399999999,49.9169316666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ERICAH_OM 75_000017,Ankijanibe (Ambodisakoana),Secteur 6,2023-01-24,-15.0061166666666,49.83813,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_ERICAH_OM 75_000017,Ankijanibe (Ambodisakoana),Secteur 6,2023-01-24,-15.0061166666666,49.83813,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_ERICAH_OM 75_000017,Ankijanibe (Ambodisakoana),Secteur 6,2023-01-24,-15.0234566666666,49.8453733333333,Observation directe,,,,,,,Canis familiaris,,,,,,,,,
PNAT_S6_ERICAH_OM 75_000017,Ankijanibe (Ambodisakoana),Secteur 6,2023-01-24,-15.0228533333333,49.8430966666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-28,-15.049397,49.409886,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-28,-15.054699,49.416178,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-27,-15.054145,49.430389,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-26,-15.005325,49.424497,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-26,-15.003681,49.427832,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-26,-15.004589,49.429376,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-25,-14.997868,49.436294,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_OM88_JANV_RUPH_000004,Soavera (Tsaravilona),Secteur 4,2023-01-23,-14.935941,49.454163,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000015,Amparihimena,Secteur 6,2023-01-24,-15.1055983333333,49.9417366666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000015,Amparihimena,Secteur 6,2023-01-22,-15.07612,49.9881866666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 72_000015,Amparihimena,Secteur 6,2023-01-22,-15.0718033333333,49.9859249999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000014,Antanandava,Secteur 6,2023-01-24,-15.1102633333333,49.9306683333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000014,Antanandava,Secteur 6,2023-01-24,-15.1109466666666,49.9409749999999,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000014,Antanandava,Secteur 6,2023-01-23,-15.0869383333333,49.9696183333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 73_000014,Antanandava,Secteur 6,2023-01-22,-15.0690133333333,49.9837383333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 70_000015,Nosibe Virembina,Secteur 6,2023-01-24,-14.97169,49.990785,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 70_000015,Nosibe Virembina,Secteur 6,2023-01-24,-14.9700883333333,49.9899516666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000015,Nosibe Virembina,Secteur 6,2023-01-23,-14.9779183333333,49.9981033333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 70_000015,Nosibe Virembina,Secteur 6,2023-01-23,-14.9716733333333,49.9944133333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000013,Ankijanibe (Ambodisakoana),Secteur 6,,-14.986993,49.861252,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000013,Ankijanibe (Ambodisakoana),Secteur 6,,-14.984412,49.858384,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S6_THEO_OM 1351_000010,Nosibe Virembina,Secteur 6,,-14.995949,49.988544,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000018,Ankasikety,Secteur 6,,-15.21884,49.9087583333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000018,Ankasikety,Secteur 6,,-15.2193666666666,49.8958833333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000018,Ankasikety,Secteur 6,,-15.2169066666666,49.891875,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000018,Ankasikety,Secteur 6,,-15.21511,49.9044199999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000018,Ankasikety,Secteur 6,,-15.2008916666666,49.9030433333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000011,Bearamy,Secteur 6,,-15.1809016666666,49.8916466666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000011,Bearamy,Secteur 6,,-15.1873516666666,49.88772,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000011,Bearamy,Secteur 6,,-15.1927333333333,49.86888,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Rapport,Rapport,,,,Laly,,
PNAT_S6_ERICAH_OM 1352_000014,Antsahabeorana,Secteur 6,,-15.000063,49.866005,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000014,Antsahabeorana,Secteur 6,,-14.997484,49.87389,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000014,Antsahabeorana,Secteur 6,,-14.990221,49.874092,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 1351_000009,Andavenoka,,,,,,,,,,,,,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000015,Beravintsara,Secteur 6,,-15.1149583333333,49.9281566666666,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Rapport,Rapport,,,,Piège lèmuriens,,Maroangezoka
PNAT_S6_FRANCK_OM 1353_000015,Beravintsara,Secteur 6,,-15.0961583333333,49.9277316666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000015,Beravintsara,Secteur 6,,-15.0917116666666,49.9312383333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000015,Beravintsara,Secteur 6,,-15.0879099999999,49.928275,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000015,Beravintsara,Secteur 6,,-15.109765,49.9220599999999,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000012,Ambodivohitra,Secteur 6,,-15.076022,49.893062,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000012,Ambodivohitra,Secteur 6,,-15.066706,49.917032,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000012,Ambodivohitra,Secteur 6,,-15.07723,49.918646,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000012,Ambodivohitra,Secteur 6,,-15.074905,49.922975,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_THEO_OM 1351_000008,Marofototra,Secteur 6,,-15.073614,49.986256,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 1351_000008,Marofototra,Secteur 6,,-15.066715,49.98847,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 1351_000008,Marofototra,Secteur 6,,-15.068066,49.983144,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000012,Antsahantitra,Secteur 6,,-15.1095883333333,49.9372816666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000012,Antsahantitra,Secteur 6,,-15.0840333333333,49.957735,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000012,Antsahantitra,Secteur 6,,-15.0907433333333,49.9627433333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000010,Antanandava,Secteur 6,,-15.108939,49.93664,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000010,Antanandava,Secteur 6,,-15.084609,49.962633,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000009,Amparihimena,Secteur 6,,-15.0803583333333,49.9803933333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000009,Amparihimena,Secteur 6,,-15.0745683333333,49.9741316666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM 1353_000009,Amparihimena,Secteur 6,,-15.0699483333333,49.9832466666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000009,Mahasoa,Secteur 6,,-15.079755,49.977938,Observation directe,,,,,,,Allocebus,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000009,Mahasoa,Secteur 6,,-15.076802,49.976098,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM 1350_000009,Mahasoa,Secteur 6,,-15.069094,49.983738,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 1351_000007,Besira,Secteur 6,,-15.073729,49.986526,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9820266666666,49.9456333333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.986935,49.9473316666666,Circulation dans l'AP,Signe Indirect,Vieille,,,,,,,Constatation,Constatation,,,,,Ordures,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9827433333333,49.9554316666666,Observation directe,,,,,,,Cheirogaleus major (Grand Cheirogale),,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9774733333333,49.9480499999999,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9737083333333,49.94713,Circulation dans l'AP,Signe Indirect,Vieille,,,,,,,Constatation,Constatation,,,,,Coupe de machette,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.973415,49.9466716666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9828016666666,49.9179966666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ERICAH_OM 1352_000009,Antsakondrevo,Secteur 6,,-14.9818533333333,49.9288983333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1230_000030,Bearamy,Secteur 6,2022-11-30,-15.1146366666666,49.8620133333333,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM 1230_000030,Bearamy,Secteur 6,2022-11-29,-15.0803133333333,49.8622799999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM 1230_000030,Bearamy,Secteur 6,2022-11-28,-15.0736149999999,49.8746683333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
